ms_zoning,lot_area,condition_1,overall_qual,overall_cond,year_built,year_remod/add,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_unf_sf,total_bsmt_sf,central_air,1st_flr_sf,gr_liv_area,full_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,fireplaces,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,yr_sold,age,quality,remod,bsmt_rating,bsmt_sf,saleprice
1,9505,1,7,5,2001,2001,4,3,4,3,884.0,884.0,1,884,2035,2,3,1,4,1,2.0,434.0,3,3,1,2010,9,420,9,12,0.0,222500
1,10205,1,5,5,1962,1962,3,3,3,3,141.0,925.0,1,999,999,1,3,1,3,0,1.0,300.0,3,3,1,2006,44,225,44,9,784.0,134500
3,4379,1,8,5,2004,2004,4,3,4,3,527.0,1378.0,1,1378,1378,2,2,1,4,1,2.0,540.0,3,3,1,2007,3,480,3,12,851.0,214000
2,7800,3,5,7,1939,1950,3,3,4,3,286.0,793.0,1,793,1118,1,3,1,3,1,2.0,410.0,3,3,1,2006,67,315,56,12,507.0,119900
1,7000,1,5,7,1960,2002,3,3,3,3,422.0,1010.0,1,1134,1134,1,2,1,3,0,1.0,254.0,3,3,1,2007,47,315,5,9,588.0,135000
1,13053,1,6,7,1923,2000,3,3,3,3,833.0,833.0,1,1053,1848,1,4,1,4,1,2.0,370.0,3,3,0,2008,85,378,8,9,0.0,207000
1,8400,1,6,5,1925,1950,3,3,3,3,758.0,1181.0,1,1390,1694,2,4,1,3,1,2.0,576.0,3,3,1,2008,83,270,58,9,423.0,136500
2,6000,1,4,7,1954,2000,3,3,3,3,901.0,901.0,1,901,901,1,2,1,3,0,1.0,281.0,2,3,1,2008,54,252,8,9,0.0,107900
2,6240,1,6,5,1938,1950,3,3,3,3,809.0,861.0,1,861,1409,1,3,1,3,1,2.0,528.0,3,3,1,2007,69,270,57,9,52.0,126000
1,31770,1,6,5,1960,1960,3,3,3,4,441.0,1080.0,1,1656,1656,1,3,1,3,2,2.0,528.0,3,3,2,2010,50,270,50,12,639.0,215000
1,12474,1,10,5,2007,2008,5,3,5,3,402.0,1682.0,1,1742,2332,2,3,1,5,1,3.0,846.0,3,3,1,2008,1,750,0,15,1280.0,426000
1,9600,1,5,7,1950,2007,4,3,3,3,506.0,1113.0,1,1113,1113,1,3,1,4,1,1.0,264.0,3,3,1,2009,59,420,2,9,607.0,147000
1,8574,1,6,8,1916,2000,4,3,3,3,816.0,816.0,1,1232,1232,1,3,1,4,1,2.0,440.0,3,3,1,2009,93,576,9,9,0.0,147500
1,14418,1,9,5,2007,2007,5,3,5,3,575.0,1950.0,1,1950,1950,2,2,1,5,1,3.0,706.0,3,3,1,2008,1,675,1,15,1375.0,383000
1,10400,1,7,5,1988,1988,3,3,4,3,916.0,1845.0,1,1872,1872,2,3,1,3,1,2.0,604.0,3,3,1,2006,18,315,18,12,929.0,241500
1,15564,1,6,6,1914,1995,3,3,4,3,676.0,676.0,1,676,1264,1,3,1,3,0,2.0,400.0,3,3,1,2008,94,324,13,12,0.0,147500
1,13543,1,8,5,2005,2005,4,3,5,3,1152.0,1168.0,1,1168,2500,3,5,1,5,1,3.0,683.0,3,3,1,2008,3,480,3,15,16.0,355000
1,24090,1,7,7,1940,1950,3,4,3,3,1032.0,1032.0,1,1207,2403,2,4,1,3,2,1.0,349.0,3,3,1,2010,70,588,60,9,0.0,244400
1,9600,1,6,5,1953,1953,3,3,3,3,131.0,1416.0,1,1644,1644,1,3,1,3,2,2.0,418.0,3,3,1,2009,56,270,56,9,1285.0,167000
1,8158,1,7,5,2002,2002,4,3,4,3,860.0,860.0,1,860,1729,2,3,1,4,0,2.0,542.0,3,3,1,2007,5,420,5,12,0.0,200000
1,5220,1,5,3,1936,1950,3,3,3,3,830.0,830.0,1,879,879,1,2,1,3,0,1.0,180.0,3,3,2,2006,70,135,56,9,0.0,80000
1,8172,1,5,7,1955,1990,3,3,3,3,697.0,864.0,1,864,864,1,2,1,3,0,2.0,572.0,3,3,0,2006,51,315,16,9,167.0,115000
1,9000,1,6,5,1956,1956,3,3,4,3,580.0,1196.0,1,1196,1196,1,2,1,3,1,1.0,297.0,3,3,1,2008,52,270,52,12,616.0,139000
1,7844,1,6,7,1978,1978,3,3,3,3,463.0,672.0,1,672,1400,1,3,1,3,1,2.0,440.0,3,3,1,2006,28,378,28,9,209.0,149500
1,9084,3,4,5,1940,1950,3,3,3,3,755.0,755.0,1,755,1510,1,4,1,3,1,1.0,296.0,2,1,2,2009,69,180,59,9,0.0,108000
1,8556,1,7,5,2006,2006,4,3,4,3,1240.0,1240.0,1,1240,1240,2,2,1,4,0,3.0,826.0,3,3,1,2007,1,420,1,12,0.0,194000
1,9100,6,5,4,1962,1962,3,3,3,3,952.0,988.0,1,988,988,1,3,1,3,0,2.0,624.0,3,3,1,2006,44,180,44,9,36.0,129500
1,8668,1,5,5,1968,1968,3,3,3,3,1560.0,1560.0,1,1560,1560,2,4,2,3,0,3.0,792.0,3,3,1,2007,39,225,39,9,0.0,126000
1,11767,1,5,5,1950,1950,3,3,2,3,0.0,1078.0,1,1368,1368,1,3,1,3,0,1.0,195.0,3,3,1,2009,59,225,59,6,1078.0,120000
1,8400,1,7,5,2004,2005,4,3,4,3,761.0,1473.0,1,1484,1484,2,3,1,4,0,2.0,606.0,3,3,1,2010,6,420,5,12,712.0,213000
1,3874,1,8,5,1980,1980,4,3,4,3,419.0,1226.0,1,1226,1226,1,1,1,4,1,2.0,484.0,3,3,1,2006,26,480,26,12,807.0,190000
1,8076,1,6,6,1993,1994,3,3,4,3,455.0,1160.0,1,1169,1169,2,3,1,3,1,2.0,402.0,3,3,1,2006,13,324,12,12,705.0,183500
1,10090,1,7,5,1963,1999,3,3,3,3,0.0,725.0,1,1035,1651,2,4,1,3,2,1.0,276.0,3,3,1,2007,44,315,8,9,725.0,172000
1,8877,1,4,6,1938,1958,3,3,3,3,126.0,816.0,1,816,816,1,2,1,3,1,1.0,288.0,2,2,1,2009,71,216,51,9,690.0,100000
1,11058,1,7,6,2007,2007,4,3,4,3,1508.0,1564.0,1,1564,1564,2,3,1,4,0,3.0,814.0,3,3,1,2008,1,504,1,12,56.0,218836
2,10800,1,6,7,1905,2000,3,3,2,3,482.0,482.0,0,1221,1912,2,3,2,3,1,2.0,672.0,4,3,1,2008,103,378,8,6,0.0,163000
1,10936,1,7,5,2006,2006,4,3,4,3,1510.0,1510.0,1,1525,1525,2,3,1,4,1,2.0,534.0,3,3,1,2007,1,420,1,12,0.0,206580
1,8461,1,6,5,2005,2006,4,3,4,3,728.0,728.0,1,728,1456,2,3,1,4,1,2.0,390.0,3,3,1,2006,1,360,0,12,0.0,163990
2,7518,1,5,8,1910,2004,2,4,2,2,396.0,396.0,1,665,1330,1,3,1,3,0,1.0,390.0,3,3,0,2006,96,320,2,4,0.0,116500
1,8010,1,7,5,2002,2003,4,3,4,3,840.0,840.0,1,840,1720,2,3,1,4,1,2.0,400.0,3,3,1,2008,6,420,5,12,0.0,188000
1,10050,1,5,6,1966,1966,3,3,3,3,191.0,793.0,1,1280,1280,2,3,1,3,1,2.0,432.0,3,3,1,2007,41,270,41,9,602.0,175000
1,4740,1,8,5,1988,1988,4,3,4,3,918.0,1166.0,1,1179,1179,2,2,1,3,0,2.0,480.0,3,3,1,2007,19,480,19,12,248.0,182000
2,6978,3,5,7,1926,1980,4,4,3,3,850.0,850.0,1,960,960,1,2,1,3,0,2.0,576.0,3,3,1,2007,81,560,27,9,0.0,103000
1,11400,1,10,5,2001,2002,5,3,5,3,1351.0,2633.0,1,2633,2633,2,2,1,5,2,3.0,804.0,3,3,1,2007,6,750,5,15,1282.0,466500
1,9240,1,6,8,1959,1998,4,3,3,3,280.0,988.0,1,988,988,2,3,1,4,0,1.0,297.0,3,3,1,2009,50,576,11,9,708.0,149500
1,2304,1,7,7,1978,1978,3,3,4,3,423.0,1061.0,1,1055,1055,2,2,1,3,0,1.0,319.0,3,3,1,2007,29,441,29,12,638.0,142500
1,7223,1,5,5,1926,1950,3,3,3,3,971.0,1290.0,1,1422,1422,1,3,1,3,0,1.0,352.0,3,3,1,2007,81,225,57,9,319.0,136500
4,3612,1,6,5,1993,1994,3,3,4,3,292.0,630.0,1,630,1320,2,3,1,3,0,2.0,484.0,3,3,1,2006,13,270,12,12,338.0,137000
1,12680,1,7,6,1988,1988,4,3,4,4,692.0,1675.0,1,1688,1688,2,2,1,5,1,2.0,528.0,3,3,1,2008,20,504,20,16,983.0,226500
1,10176,1,7,5,1990,1990,3,3,4,3,663.0,1300.0,1,1341,1341,1,2,1,4,1,2.0,506.0,3,3,1,2010,20,315,20,12,637.0,171500
1,10780,1,5,5,1976,1976,3,3,3,3,428.0,911.0,1,954,954,1,3,1,3,0,2.0,576.0,3,3,1,2006,30,225,30,9,483.0,132500
3,10646,1,7,5,2001,2001,3,3,3,3,177.0,858.0,1,872,1789,2,3,1,3,1,2.0,546.0,3,3,1,2008,7,315,7,9,681.0,223000
1,8400,1,6,9,1962,2005,4,4,3,3,1319.0,1319.0,1,1537,1537,1,3,1,4,1,2.0,462.0,3,3,1,2008,46,864,3,9,0.0,174000
1,15428,1,5,6,1951,1991,3,3,3,3,143.0,884.0,1,884,884,1,2,1,3,0,1.0,270.0,3,3,1,2006,55,270,15,9,741.0,142000
3,11216,1,8,5,2006,2006,4,3,4,4,1489.0,1489.0,1,1489,1489,2,3,1,4,1,2.0,776.0,3,3,1,2006,0,480,0,16,0.0,232600
1,10140,1,6,6,1974,1999,3,3,3,3,0.0,1040.0,1,1309,1309,1,3,1,4,1,2.0,484.0,3,3,1,2006,32,324,7,9,1040.0,181000
2,3964,1,6,4,1973,1973,3,3,4,3,105.0,942.0,1,1291,2521,2,5,1,3,1,2.0,576.0,3,3,1,2006,33,216,33,12,837.0,151400
1,11428,1,8,5,2006,2006,4,3,4,3,1626.0,1626.0,1,1634,1634,2,3,1,4,1,3.0,866.0,3,3,1,2007,1,480,1,12,0.0,250000
1,10421,1,7,5,1988,1988,3,3,4,3,586.0,980.0,1,980,1714,2,3,1,3,1,2.0,496.0,3,3,1,2010,22,315,22,12,394.0,196500
2,13500,1,7,8,1879,1987,3,4,3,3,819.0,819.0,1,1312,2454,2,3,1,3,1,2.0,576.0,3,3,0,2007,128,672,20,9,0.0,185000
1,9000,2,6,5,1969,1969,3,3,3,3,261.0,1216.0,1,1216,1216,1,3,1,3,0,1.0,336.0,3,3,1,2009,40,270,40,9,955.0,113000
1,8089,1,8,6,2007,2007,4,3,4,3,474.0,1419.0,1,1419,1419,2,2,1,4,1,2.0,567.0,3,3,1,2007,0,576,0,12,945.0,392000
3,2117,1,6,5,2000,2000,4,3,4,3,339.0,756.0,1,769,1573,2,3,1,4,0,2.0,440.0,3,3,1,2007,7,360,7,12,417.0,177000
3,10625,1,6,5,2004,2004,4,3,4,3,1158.0,1158.0,1,1158,2443,2,4,1,4,1,3.0,744.0,3,3,1,2007,3,360,3,12,0.0,265000
3,8413,1,8,5,1998,1998,4,4,5,3,319.0,1220.0,1,1220,2362,2,3,1,4,2,2.0,1105.0,4,3,1,2007,9,640,9,15,901.0,312500
2,13500,3,10,9,1893,2000,5,5,3,3,1237.0,1237.0,1,1521,2775,3,3,1,4,1,2.0,880.0,4,3,1,2008,115,2250,8,9,0.0,325000
1,15676,1,8,8,1980,1980,4,4,4,4,189.0,2014.0,1,2014,2014,2,2,1,4,2,3.0,864.0,3,3,1,2009,29,1024,29,16,1825.0,275000
1,9950,1,7,5,1995,1995,4,3,4,3,638.0,1203.0,1,1214,2520,2,4,1,4,1,3.0,721.0,3,3,1,2007,12,420,12,12,565.0,290000
1,15410,9,6,6,1974,2002,3,4,3,3,223.0,1208.0,1,1494,1494,2,3,1,3,2,2.0,461.0,3,3,1,2010,36,432,8,9,985.0,169000
2,6000,1,5,7,1921,1950,3,3,3,3,0.0,616.0,1,616,616,1,2,1,3,0,1.0,205.0,3,3,1,2006,85,315,56,9,616.0,89000
1,8402,1,6,5,1998,1998,3,3,4,3,789.0,789.0,1,789,1465,2,3,1,3,1,2.0,393.0,3,3,1,2010,12,270,12,12,0.0,180400
1,10655,1,8,5,2003,2004,4,3,4,3,1603.0,3206.0,1,1629,1629,2,3,1,4,1,3.0,880.0,3,3,1,2009,6,480,5,12,1603.0,284000
1,10150,2,5,5,1958,1958,3,3,3,3,456.0,912.0,1,912,912,1,2,1,3,0,1.0,275.0,3,3,1,2007,49,225,49,9,456.0,114500
1,10084,1,7,5,2005,2006,4,3,4,3,1528.0,1552.0,1,1552,1552,2,3,1,4,0,3.0,782.0,3,3,1,2006,1,420,0,12,24.0,212900
1,16285,1,7,5,2001,2002,4,3,4,3,1413.0,1413.0,1,1430,1430,2,3,1,4,0,2.0,605.0,3,3,1,2009,8,420,7,12,0.0,187100
3,3230,1,6,5,1999,1999,3,3,4,3,310.0,729.0,1,729,1458,2,2,1,3,1,2.0,440.0,3,3,1,2007,8,270,8,12,419.0,176000
1,21579,1,6,6,1968,1968,3,3,4,3,675.0,1488.0,1,1488,1488,2,3,1,3,2,2.0,552.0,3,3,1,2007,39,324,39,12,813.0,215000
1,8320,1,7,5,2004,2004,4,3,4,3,280.0,770.0,1,770,1582,2,3,1,4,0,2.0,520.0,3,3,1,2008,4,420,4,12,490.0,185900
1,6960,1,4,6,1970,1970,3,3,3,3,250.0,864.0,1,864,864,1,3,1,4,0,2.0,660.0,3,3,1,2009,39,216,39,9,614.0,120500
1,21930,4,5,5,2005,2005,4,3,4,4,732.0,732.0,1,734,1838,2,4,1,3,1,2.0,372.0,3,3,1,2006,1,300,1,16,0.0,192140
1,6600,1,5,9,1982,2008,4,4,3,3,175.0,816.0,1,816,816,1,3,1,4,1,1.0,264.0,3,3,1,2008,26,720,0,9,641.0,130500
1,11778,1,9,5,2008,2008,4,3,4,3,186.0,2271.0,1,2276,2276,2,3,1,5,2,3.0,1348.0,4,3,1,2008,0,540,0,12,2085.0,475000
2,8967,1,5,2,1920,1950,3,2,2,1,961.0,961.0,1,1077,1077,1,2,1,3,0,1.0,338.0,1,1,0,2007,87,60,57,2,0.0,67000
1,10562,1,8,5,2007,2007,4,3,5,3,294.0,1582.0,1,1610,2161,1,3,1,5,1,3.0,789.0,3,3,1,2007,0,480,0,15,1288.0,325624
1,12864,1,7,5,2002,2002,4,3,4,3,17.0,1409.0,1,1409,1409,1,1,1,4,1,2.0,576.0,3,3,1,2007,5,420,5,12,1392.0,245000
1,13695,6,5,5,2004,2004,3,3,3,3,468.0,1114.0,1,1114,1114,1,3,1,4,0,2.0,576.0,3,3,1,2008,4,225,4,9,646.0,159000
1,10289,1,5,7,1965,1965,3,3,3,3,237.0,1073.0,1,1073,1073,1,3,1,3,0,2.0,515.0,3,3,1,2007,42,315,42,9,836.0,156000
1,15431,1,10,5,2008,2008,5,3,5,3,788.0,3094.0,1,2402,2402,2,2,1,5,2,3.0,672.0,3,3,1,2009,1,750,1,15,2306.0,555000
1,11120,1,6,6,1984,1984,3,3,4,3,572.0,1232.0,1,1232,1232,2,3,1,3,0,2.0,516.0,3,3,1,2008,24,324,24,12,660.0,162500
1,9069,1,6,8,1993,1993,4,4,4,3,0.0,1344.0,1,1440,1440,2,2,2,4,0,4.0,920.0,3,3,1,2006,13,768,13,12,1344.0,224500
1,47280,1,6,5,1950,1950,3,3,3,3,1488.0,1488.0,1,1488,1488,2,3,1,3,1,2.0,738.0,3,3,1,2008,58,270,58,9,0.0,133000
1,7875,1,7,5,2003,2003,4,3,4,3,783.0,783.0,1,807,1509,2,3,1,4,1,2.0,393.0,3,3,1,2006,3,420,3,12,0.0,180000
1,6600,1,5,6,1982,2005,3,3,3,3,207.0,845.0,1,845,845,1,3,1,4,0,1.0,264.0,3,3,1,2008,26,270,3,9,638.0,134500
1,13682,1,10,5,2006,2006,5,3,5,3,1410.0,1410.0,1,1426,2945,3,3,1,4,1,3.0,641.0,3,3,1,2006,0,750,0,15,0.0,438780
1,9150,1,6,5,1962,1962,3,3,4,3,728.0,1099.0,1,1431,1431,1,3,1,3,1,1.0,296.0,3,3,1,2008,46,270,46,12,371.0,165000
1,7150,1,5,5,1967,1967,3,3,3,3,460.0,892.0,1,892,892,1,3,1,3,0,1.0,288.0,3,3,1,2009,42,225,42,9,432.0,100000
1,12285,1,7,6,1960,1960,3,3,3,3,785.0,1329.0,1,1329,1329,1,3,1,3,2,2.0,441.0,3,3,1,2009,49,378,49,9,544.0,176000
1,17920,1,5,4,1955,1974,3,3,3,3,372.0,1763.0,1,1779,1779,1,3,1,3,1,2.0,454.0,3,3,1,2006,51,180,32,9,1391.0,170000
1,3684,1,7,5,2007,2007,4,3,4,3,1373.0,1373.0,1,1555,1555,2,2,1,4,1,3.0,660.0,3,3,1,2009,2,420,2,12,0.0,174000
2,7006,1,6,6,1925,1950,3,3,3,3,647.0,768.0,1,788,1236,2,3,1,3,1,1.0,384.0,3,3,1,2008,83,324,58,9,121.0,127000
1,8390,1,7,5,1999,1999,3,3,4,3,831.0,831.0,1,873,1651,2,3,1,3,1,2.0,450.0,3,3,1,2008,9,315,9,12,0.0,185900
2,5784,3,5,8,1938,1996,3,3,2,3,190.0,190.0,1,886,886,1,2,1,3,0,1.0,273.0,3,3,1,2009,71,360,13,6,0.0,91300
1,9135,1,6,5,2003,2003,4,3,4,3,1342.0,1682.0,1,1700,1700,2,3,1,4,0,2.0,544.0,3,3,1,2006,3,360,3,12,340.0,200000
1,10496,3,6,6,1949,1950,3,3,3,3,844.0,1040.0,1,1168,1846,2,3,1,3,1,1.0,315.0,3,3,1,2007,58,324,57,9,196.0,143000
1,13650,1,5,5,1958,1958,4,4,3,3,554.0,1052.0,1,1252,1920,2,4,1,4,1,2.0,451.0,3,3,1,2006,48,400,48,9,498.0,172500
1,8308,1,4,6,1963,1963,3,4,3,3,115.0,1088.0,1,1088,1088,1,2,1,3,0,2.0,520.0,3,3,2,2007,44,288,44,9,973.0,110000
1,9450,1,4,5,1957,1957,3,3,3,3,265.0,1040.0,1,1362,1362,1,3,1,3,1,3.0,768.0,3,3,1,2009,52,180,52,9,775.0,140000
1,9317,1,6,5,2006,2006,4,3,4,3,1290.0,1314.0,1,1314,1314,2,3,1,4,1,2.0,440.0,3,3,1,2007,1,360,1,12,24.0,176432
1,7153,1,6,5,1991,1991,3,3,4,3,78.0,1278.0,1,1294,1294,2,3,1,4,0,2.0,496.0,3,3,1,2008,17,270,17,12,1200.0,179200
1,8814,1,7,5,2005,2007,4,3,4,3,349.0,1274.0,1,1274,1274,2,3,1,4,0,2.0,508.0,3,3,1,2007,2,420,0,12,925.0,203000
1,9849,1,7,6,2007,2007,4,3,4,3,1689.0,1689.0,1,1689,1689,2,3,1,4,0,3.0,954.0,3,3,1,2007,0,504,0,12,0.0,248328
1,14463,1,9,5,2008,2008,5,3,5,3,526.0,1641.0,1,1641,1641,2,3,1,5,0,3.0,885.0,3,3,1,2009,1,675,1,15,1115.0,316500
1,5190,1,7,5,1948,1950,3,3,3,3,570.0,570.0,1,617,1079,1,2,1,3,1,1.0,249.0,3,3,1,2008,60,315,58,9,0.0,125600
2,9750,1,5,6,1959,1959,3,3,3,3,784.0,984.0,1,984,984,1,2,1,2,0,1.0,308.0,3,3,0,2008,49,270,49,9,200.0,110000
2,6000,1,4,4,1920,1950,3,3,3,3,710.0,960.0,1,960,960,1,2,1,2,0,1.0,308.0,3,3,1,2007,87,144,57,9,250.0,108500
2,11851,3,5,7,1948,2009,3,4,3,3,247.0,1027.0,1,1027,1633,1,3,1,4,1,1.0,240.0,3,3,1,2010,62,420,1,9,780.0,129000
1,13811,1,6,6,1987,1987,3,3,4,4,92.0,1112.0,1,1137,1137,2,2,1,4,1,2.0,551.0,3,3,1,2006,19,324,19,16,1020.0,176000
1,10143,1,6,7,1963,1963,3,3,3,3,996.0,1380.0,1,1380,1380,1,3,1,3,0,1.0,364.0,3,3,1,2009,46,378,46,9,384.0,154000
1,18265,1,6,5,1986,1986,4,4,4,4,276.0,1256.0,1,1256,1256,2,3,1,4,1,2.0,578.0,3,3,1,2008,22,480,22,16,980.0,180000
2,4224,1,5,5,1976,1976,3,3,4,3,268.0,1142.0,1,1142,1142,1,3,1,3,1,2.0,528.0,3,3,1,2007,31,225,31,12,874.0,134000
1,12615,1,6,7,1950,2001,3,3,3,4,725.0,1202.0,1,2158,2158,2,4,1,4,1,2.0,576.0,3,3,1,2007,57,378,6,12,477.0,243000
1,14536,1,8,5,2002,2003,4,3,4,3,316.0,1616.0,1,1629,1629,2,3,1,4,1,3.0,808.0,3,3,1,2007,5,480,4,12,1300.0,270000
1,9187,1,6,5,1983,1983,3,4,3,3,748.0,1084.0,1,1080,1080,1,3,1,3,0,2.0,484.0,3,3,1,2007,24,360,24,9,336.0,134000
1,9900,1,7,5,1993,1993,4,3,4,3,360.0,1347.0,1,1372,2646,2,4,1,4,1,3.0,656.0,3,3,1,2009,16,420,16,12,987.0,260000
1,8333,1,7,5,2006,2006,4,3,4,3,738.0,738.0,1,738,1491,2,3,1,4,1,2.0,484.0,3,3,1,2007,1,420,1,12,0.0,168675
1,10147,1,6,5,1994,1994,3,3,4,3,206.0,392.0,1,924,1694,2,3,1,3,1,2.0,398.0,3,3,1,2007,13,270,13,12,186.0,160000
1,11646,1,6,5,2005,2006,4,3,4,3,704.0,704.0,1,704,1422,2,3,1,4,1,2.0,440.0,3,3,1,2009,4,360,3,12,0.0,173000
3,7200,1,7,5,2006,2006,4,3,4,4,1293.0,1293.0,1,1301,1301,2,2,1,4,1,2.0,572.0,3,3,1,2006,0,420,0,16,0.0,187750
1,20544,1,7,6,1986,1991,3,4,4,3,791.0,791.0,1,1236,2093,2,3,1,3,1,2.0,542.0,3,3,1,2008,22,504,17,12,0.0,215000
1,9981,1,5,5,1967,1967,3,3,3,3,852.0,1073.0,1,1073,1073,1,3,1,3,0,1.0,270.0,3,3,1,2008,41,225,41,9,221.0,120000
1,8251,1,7,5,2005,2006,4,3,4,4,716.0,1494.0,1,1506,1506,2,3,1,4,1,2.0,672.0,3,3,1,2007,2,420,1,16,778.0,249000
1,10140,4,7,6,1967,1967,3,3,3,3,713.0,1334.0,1,1334,1334,2,3,1,3,0,2.0,477.0,3,3,1,2006,39,378,39,9,621.0,164500
2,5700,2,7,6,1929,1990,3,3,3,3,336.0,672.0,0,672,1344,1,3,1,4,1,2.0,456.0,3,3,1,2007,78,378,17,9,336.0,140000
1,7200,1,5,7,1952,1952,3,4,3,4,0.0,732.0,1,732,732,1,2,1,3,0,1.0,240.0,3,3,1,2009,57,420,57,12,732.0,118900
1,9178,1,8,5,2008,2008,4,3,4,3,1468.0,1468.0,1,1468,1468,2,3,1,4,1,3.0,904.0,3,3,1,2009,1,480,1,12,0.0,239900
1,4043,1,6,5,1975,1975,3,3,4,3,186.0,1069.0,1,1069,1069,2,2,1,3,1,2.0,440.0,3,3,1,2006,31,270,31,12,883.0,146300
2,4224,1,5,6,1975,1975,3,3,4,3,271.0,1040.0,1,1040,1040,1,3,1,3,0,2.0,499.0,3,3,1,2008,33,270,33,12,769.0,124000
1,11235,1,5,5,1963,1963,3,3,4,3,0.0,925.0,1,999,999,1,3,1,3,0,1.0,308.0,3,3,1,2007,44,225,44,12,925.0,130000
1,8450,1,7,5,2000,2001,3,3,4,3,1349.0,1349.0,1,1349,1349,2,3,1,3,0,2.0,539.0,3,3,1,2007,7,315,6,12,0.0,179000
1,11851,1,7,5,1990,1990,3,3,4,3,1424.0,1424.0,1,1442,1442,2,3,1,3,0,2.0,500.0,3,3,1,2009,19,315,19,12,0.0,180500
2,4608,3,4,6,1945,1950,3,4,3,3,747.0,747.0,1,747,747,1,2,1,3,0,1.0,220.0,3,3,1,2010,65,288,60,9,0.0,80000
1,9262,1,8,5,2008,2009,4,3,4,3,1573.0,1573.0,1,1578,1578,2,3,1,5,1,3.0,840.0,3,3,1,2009,1,480,0,12,0.0,287090
1,2938,1,7,5,2002,2002,4,3,4,3,330.0,1368.0,1,1511,1511,2,2,1,4,1,2.0,398.0,3,3,1,2006,4,420,4,12,1038.0,246990
1,18160,1,6,6,1964,1964,3,3,3,3,752.0,1302.0,1,1128,1128,1,3,1,3,1,2.0,480.0,3,3,2,2007,43,324,43,9,550.0,154204
1,11355,1,7,7,1958,2001,3,3,3,3,675.0,1312.0,1,1312,1312,1,3,1,3,1,2.0,495.0,3,3,1,2008,50,441,7,9,637.0,186000
2,1680,1,5,5,1972,1972,3,3,3,3,280.0,630.0,1,630,1302,2,3,1,3,0,1.0,264.0,3,3,1,2008,36,225,36,9,350.0,111750
1,14300,1,9,5,2003,2004,5,3,5,3,1473.0,2846.0,1,2696,2696,2,3,1,5,2,3.0,958.0,3,3,1,2010,7,675,6,15,1373.0,500000
1,10616,1,7,5,2007,2007,4,3,4,3,628.0,628.0,1,628,1356,2,3,1,4,1,2.0,484.0,3,3,1,2008,1,420,1,12,0.0,177439
1,11308,1,9,5,2008,2008,5,3,5,3,168.0,1104.0,1,1130,2184,2,3,1,5,1,3.0,836.0,3,3,1,2009,1,675,1,15,936.0,335000
1,10480,1,7,6,1976,1976,3,3,3,3,400.0,803.0,1,1098,1964,2,4,1,3,1,2.0,483.0,3,3,1,2008,32,378,32,9,403.0,205000
1,5118,1,8,5,1990,1990,4,3,4,3,386.0,1312.0,1,1321,1321,1,1,1,4,1,2.0,484.0,3,3,1,2007,17,480,17,12,926.0,212000
2,3811,3,8,5,2004,2005,4,3,5,3,221.0,1594.0,1,1646,1646,2,2,1,4,1,2.0,525.0,3,3,1,2010,6,480,5,15,1373.0,246000
1,10825,1,7,7,1983,1983,4,3,4,3,513.0,1260.0,1,1260,1260,2,3,1,3,0,2.0,598.0,3,3,1,2008,25,588,25,12,747.0,181900
2,5500,1,5,7,1929,2001,3,3,3,3,0.0,926.0,1,926,1316,1,3,1,3,0,2.0,484.0,3,3,1,2010,81,315,9,9,926.0,130000
2,9600,1,5,7,1910,2002,3,4,2,2,264.0,264.0,1,768,1432,2,2,1,3,0,2.0,360.0,3,4,1,2007,97,420,5,4,0.0,132000
1,9317,1,7,5,1994,2001,4,4,4,4,282.0,779.0,1,1029,1958,2,3,1,4,1,2.0,499.0,3,3,1,2007,13,560,6,16,497.0,220000
1,11838,1,8,5,2001,2001,4,3,4,3,1753.0,1753.0,1,1788,1788,2,3,1,5,1,2.0,522.0,3,3,1,2009,8,480,8,12,0.0,236500
3,8004,4,8,5,2009,2009,4,3,4,3,288.0,832.0,1,832,1935,2,3,1,3,0,2.0,552.0,3,3,1,2009,0,480,0,12,544.0,263435
2,6876,1,6,6,1938,1958,3,3,3,3,1272.0,1272.0,1,1272,1969,2,4,1,3,1,2.0,400.0,3,3,1,2008,70,324,50,9,0.0,141000
1,8396,1,7,5,2003,2003,4,3,4,3,847.0,847.0,1,847,1986,2,4,1,4,1,2.0,434.0,3,3,1,2008,5,420,5,12,0.0,213000
1,9803,1,7,5,2009,2010,4,3,4,3,1214.0,1214.0,1,1214,1214,2,2,1,4,0,2.0,520.0,3,3,1,2010,1,420,0,12,0.0,179781
1,6240,1,8,5,2006,2007,4,3,4,3,496.0,1342.0,1,1342,1342,2,2,1,4,1,2.0,550.0,3,3,1,2008,2,480,1,12,846.0,234250
1,15498,1,8,6,1976,1976,4,3,4,3,0.0,1565.0,1,2898,2898,2,2,1,4,1,2.0,665.0,3,3,1,2008,32,576,32,12,1565.0,287000
1,12891,1,8,5,2002,2002,4,3,5,3,219.0,870.0,1,878,2004,2,4,1,4,1,3.0,644.0,3,3,1,2009,7,480,7,15,651.0,257500
2,6180,1,6,5,1926,1950,3,3,3,3,960.0,960.0,0,986,986,1,2,1,3,1,1.0,180.0,3,3,1,2007,81,270,57,9,0.0,102000
